	Assay	Cell Type	Molecule
2627	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-KDM3A
2628	CHIP	GM12878	RELB
2629	CHIP	K562	DEAF1
2630	CHIP	K562	HDAC1
2631	CHIP	K562	POLR2A
2632	CHIP	MCF-7	GATAD2B
2633	CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K9me3
2634	CHIP	chorionic villus female embryo (40 weeks)	H3K4me1
2635	CHIP	K562	ZBTB5
2636	CHIP	angular gyrus female adult (75 years)	H3K9me3
2637	CHIP	OCI-LY7	H3K9me3
2638	CHIP	peripheral blood mononuclear cell female adult (28 years)	H3K27me3
2639	CHIP	K562	MNT
2640	CHIP	natural killer cell male adult (37 years)	H3K27ac
2641	CHIP	GM12878	KDM1A
2642	CHIP	MCF-7	RCOR1
2643	CHIP	MCF-7	MTA3
2644	CHIP	22Rv1	H3K27ac
2645	CHIP	neural stem progenitor cell originated from H1-hESC	H3K9me3
2646	CHIP	Peyer's patch female adult (51 year)	CTCF
2647	CHIP	uterus female adult (53 years)	CTCF
2648	CHIP	pancreas female adult (30 years)	H3K36me3
2649	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K9me3
2650	CHIP	neutrophil	H3K4me3
2651	CHIP	psoas muscle male child (3 years)	H3K9me3
2652	CHIP	K562	IKZF1
2653	CHIP	H1-hESC	H3K9me3
2654	CHIP	T-cell male adult (37 years)	H3K4me3
2655	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-MBD1
2656	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF331
2657	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF792
2658	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF16
2659	CHIP	chorionic villus male embryo (16 weeks)	H3K4me1
2660	CHIP	neural cell	H3K9me2
2661	CHIP	GM23248	H2AFZ
2662	CHIP	caudate nucleus female adult (75 years)	H3K36me3
2663	CHIP	MM.1S	H3K9me2
2664	CHIP	K562 genetically modified using stable transfection	eGFP-POLR2H
2665	CHIP	CD14-positive monocyte male adult (21 year)	H3K4me1
2666	CHIP	breast epithelium female adult (51 year)	POLR2AphosphoS5
2667	CHIP	common myeloid progenitor, CD34-positive female adult (33 years)	H3K4me1
2668	CHIP	vagina female adult (53 years)	POLR2A
2669	CHIP	middle frontal area 46 male adult (81 year)	H3K4me3
2670	CHIP	pancreas female adult (30 years)	H3K27ac
2671	CHIP	MM.1S	CTCF
2672	CHIP	MCF-7	ZNF574
2673	CHIP	PC-9	H3K36me3
2674	CHIP	K562	CSDE1
2675	CHIP	fibroblast of breast female adult (17 years)	H3K4me3
2676	CHIP	breast epithelium female adult (53 years)	H3K9me3
2677	CHIP	sigmoid colon female adult (53 years)	POLR2AphosphoS5
2678	CHIP	neural cell originated from H1-hESC	SMC3
2679	CHIP	MM.1S	H3K27me3
2680	CHIP	B cell male adult (21 year)	H3K27me3
2681	CHIP	prostate gland male adult (37 years)	POLR2AphosphoS5
2682	CHIP	mesendoderm originated from H1-hESC	H3K27me3
2683	CHIP	adrenal gland male adult (34 years)	H3K27ac
2684	CHIP	duodenal mucosa male adult (59 years)	H3K27ac
2685	CHIP	neural cell	H3K9me3
2686	CHIP	temporal lobe female adult (75 years)	H3K9me3
2687	CHIP	adrenal gland male adult (54 years)	H3K4me1
2688	CHIP	thymus female embryo (110 days)	H3K9me3
2689	CHIP	HepG2	ZHX2
2690	CHIP	GM12878	IRF3
2691	CHIP	spleen male adult (34 years)	H3K27me3
2692	CHIP	body of pancreas female adult (51 year)	CTCF
2693	CHIP	adrenal gland male adult (54 years)	H3K9me3
2694	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1
2695	CHIP	K562 genetically modified using stable transfection	eGFP-PYGO2
2696	CHIP	mesodermal cell originated from HUES64	H3K4me1
2697	CHIP	HUES6	H3K27me3
2698	CHIP	psoas muscle male adult (34 years)	H3K4me1
2699	CHIP	K562	MTA2
2700	CHIP	K562	SUZ12
2701	CHIP	GM12878	TARDBP
2702	CHIP	adrenal gland female adult (51 year)	POLR2A
2703	CHIP	GM12878	ZSCAN29
2704	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-AHR
2705	CHIP	large intestine male embryo (108 days)	H3K4me3
2706	CHIP	lung embryo (101 day)	H3K4me3
2707	CHIP	gastrocnemius medialis female adult (51 year)	POLR2A
2708	CHIP	gastroesophageal sphincter male adult (37 years)	POLR2A
2709	CHIP	K562	RUNX1
2710	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF48
2711	CHIP	right lobe of liver female adult (53 years)	POLR2A
2712	CHIP	K562	NONO
2713	CHIP	breast epithelium female adult (53 years)	H3K4me3
2714	CHIP	thoracic aorta male adult (54 years)	H3K4me1
2715	CHIP	K562 genetically modified using stable transfection	eGFP-CEBPB
2716	CHIP	MCF-7	NFXL1
2717	CHIP	foreskin fibroblast male newborn	H3K27me3
2718	CHIP	small intestine male child (3 years)	H3K9me3
2719	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZEB2
2720	CHIP	layer of hippocampus female adult (75 years)	H3K4me3
2721	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	ZEB1
2722	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF692
2723	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF524
2724	CHIP	H1-hESC	KDM1A
2725	CHIP	Peyer's patch male adult (37 years)	CTCF
2726	CHIP	placenta female embryo (113 days)	H3K4me3
2727	CHIP	HepG2	NCOR1
2728	CHIP	MCF-7	ZNF507
2729	CHIP	peripheral blood mononuclear cell male adult (39 years)	H3K4me1
2730	CHIP	amnion male embryo (16 weeks)	H3K4me3
2731	CHIP	spleen male adult (34 years)	H3K9me3
2732	CHIP	sigmoid colon male adult (34 years)	H3K4me3
2733	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF571
2734	CHIP	OCI-LY1	H3K4me3
2735	CHIP	CD8-positive, alpha-beta T cell male adult (21 year)	H3K4me1
2736	CHIP	SK-N-SH	IRF3
2737	CHIP	foreskin melanocyte male newborn	H3K4me3
2738	CHIP	K562	RBM14
2739	CHIP	gastrocnemius medialis male adult (54 years)	H3K27me3
2740	CHIP	MCF-7	GATA3
2741	CHIP	SK-N-SH	H3K9me2
2742	CHIP	B cell female adult (27 years) and female adult (43 years)	H3K36me3
2743	CHIP	IMR-90	H2AK5ac
2744	CHIP	adrenal gland female adult (30 years)	H3K4me3
2745	CHIP	trophoblast cell originated from H1-hESC	H3K27ac
2746	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K36me3
2747	CHIP	K562	MIER1
2748	CHIP	K562	AFF1
2749	CHIP	HUES64	H3K36me3
2750	CHIP	MCF-7	MLLT1
2751	CHIP	trophoblast cell originated from H1-hESC	H2AK5ac
2752	CHIP	gastrocnemius medialis female adult (53 years)	CTCF
2753	CHIP	HCT116	EZH2phosphoT487
2754	CHIP	skeletal muscle tissue	H3K9me3
2755	CHIP	transverse colon male adult (37 years)	EP300
2756	CHIP	lung male child (3 years)	H3K36me3
2757	CHIP	K562	FOXM1
2758	CHIP	Loucy	H3K79me2
2759	CHIP	body of pancreas female adult (53 years)	H3K4me1
2760	CHIP	K562	TARDBP
2761	CHIP	iPS-18a female adult (48 years)	H3K27ac
2762	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-THRB
2763	CHIP	amnion male embryo (16 weeks)	H3K27ac
2764	CHIP	lower leg skin female adult (53 years)	CTCF
2765	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1
2766	CHIP	KMS-11	CTCF
2767	CHIP	sigmoid colon male adult (37 years)	POLR2A
2768	CHIP	HepG2	CHD4
2769	CHIP	layer of hippocampus female adult (75 years)	H3K9me3
2770	CHIP	MCF-7	SMARCE1
2771	CHIP	IMR-90	H3K27me3
2772	CHIP	K562	PYGO2
2773	CHIP	thyroid gland female adult (51 year)	POLR2A
2774	CHIP	spleen male adult (34 years)	H3K4me3
2775	CHIP	breast epithelium female adult (53 years)	EP300
2776	CHIP	mesenchymal stem cell originated from H1-hESC	H3K18ac
2777	CHIP	radial glial cell genetically modified using stable transfection originated from H9	H3K4me3
2778	CHIP	neutrophil male	H3K4me3
2779	CHIP	heart left ventricle male adult (34 years)	H3K36me3
2780	CHIP	stomach female adult (53 years)	POLR2A
2781	CHIP	Parathyroid adenoma male adult (62 years)	H3K4me1
2782	CHIP	tibial nerve male adult (37 years)	CTCF
2783	CHIP	A673	H3K4me3
2784	CHIP	MCF-7	ZFX
2785	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K36me3
2786	CHIP	GM12878	NFATC3
2787	CHIP	neutrophil male	H3K9me3
2788	CHIP	IMR-90	H3K36me3
2789	CHIP	stomach male child (3 years)	H3K27ac
2790	CHIP	mucosa of stomach male adult (59 years)	H3K4me3
2791	CHIP	common myeloid progenitor, CD34-positive male adult (36 years)	H3K4me3
2792	CHIP	H7-hESC	H3K4me1
2793	CHIP	KOPT-K1	H3K9me3
2794	CHIP	heart left ventricle female adult (53 years)	H3K4me1
2795	CHIP	kidney male adult (50 years)	H3K27ac
2796	CHIP	neurosphere female embryo (17 weeks) originated from cortex	H3K27me3
2797	CHIP	mesenchymal stem cell originated from adipose tissue	H3K9me3
2798	CHIP	K562	ZNF407
2799	CHIP	GM12878	E4F1
2800	CHIP	H9	H3K14ac
2801	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF239
2802	CHIP	K562 genetically modified using stable transfection	eGFP-ADNP
2803	CHIP	PC-9	H3K4me3
2804	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-MXD4
2805	CHIP	regulatory T cell originated from blood cell	H3K9me3
2806	CHIP	mesendoderm originated from H1-hESC	H3K4me3
2807	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-RBAK
2808	CHIP	H1-hESC	H3K9ac
2809	CHIP	GM12878	IKZF1
2810	CHIP	ascending aorta female adult (51 year)	H3K9me3
2811	CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K27me3
2812	CHIP	prostate gland male adult (54 years)	POLR2AphosphoS5
2813	CHIP	H1-hESC	H3K79me1
2814	CHIP	heart left ventricle male child (3 years)	H3K9me3
2815	CHIP	MCF-7	RAD51
2816	CHIP	hepatocyte originated from H9	H3K4me3
2817	CHIP	esophagus muscularis mucosa female adult (51 year)	POLR2AphosphoS5
2818	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PRDM4
2819	CHIP	cingulate gyrus male adult (81 year)	H3K4me1
2820	CHIP	peripheral blood mononuclear cell male adult (27 years)	H3K4me3
2821	CHIP	coronary artery female adult (53 years)	H3K27ac
2822	CHIP	HepG2	TCF7
2823	CHIP	IMR-90	H4K8ac
2824	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K27me3
2825	CHIP	HepG2	SOX13
2826	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GFI1B
2827	CHIP	liver female child (4 years)	HNF4A
2828	CHIP	sigmoid colon male adult (34 years)	H3K36me3
2829	CHIP	K562	DDX20
2830	CHIP	endodermal cell originated from HUES64	H3K4me3
2831	CHIP	stomach female embryo (96 days)	H3K9me3
2832	CHIP	mucosa of rectum female adult (61 year)	H3K27ac
2833	CHIP	OCI-LY7	H3K27ac
2834	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF558
2835	CHIP	spleen male child (3 years)	H3K4me3
2836	CHIP	middle frontal area 46 female adult (75 years)	H3K9ac
2837	CHIP	mesenchymal stem cell originated from H1-hESC	H3K14ac
2838	CHIP	K562 genetically modified using CRISPR	eGFP-ZKSCAN8
2839	CHIP	neural progenitor cell originated from H9	H3K27ac
2840	CHIP	OCI-LY1	H3K36me3
2841	CHIP	muscle of leg female embryo (110 days)	H3K4me1
2842	CHIP	chorion female embryo (40 weeks)	H3K36me3
2843	CHIP	pancreas male adult (34 years)	H3K4me1
2844	CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K36me3
2845	CHIP	urinary bladder male adult (34 years)	H3K36me3
2846	CHIP	MCF-7	ZKSCAN1
2847	CHIP	adrenal gland male adult (54 years)	CTCF
2848	CHIP	esophagus squamous epithelium male adult (54 years)	CTCF
2849	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF280D
2850	CHIP	placenta embryo (16 weeks)	H3K9me3
2851	CHIP	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K9me3
2852	CHIP	HepG2	SIN3B
2853	CHIP	CD4-positive, alpha-beta T cell	H3K9me3
2854	CHIP	neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1
2855	CHIP	skeletal muscle tissue female adult (72 years)	H3K27me3
2856	CHIP	small intestine male child (3 years)	H3K27ac
2857	CHIP	lung female embryo (120 days)	H3K9me3
2858	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RCOR2
2859	CHIP	adrenal gland male adult (37 years)	H3K4me1
2860	CHIP	lung male child (3 years)	H3K9me3
2861	CHIP	common myeloid progenitor, CD34-positive male adult (42 years)	H3K27me3
2862	CHIP	heart left ventricle male adult (32 years)	H3K27ac
2863	CHIP	liver male adult (31 year)	H3K4me3
2864	CHIP	GM12878	UBTF
2865	CHIP	kidney female embryo (120 days)	H3K4me1
2866	CHIP	C4-2B	CTCF
2867	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB20
2868	CHIP	liver male adult (31 year)	H3K36me3
2869	CHIP	DOHH2	H3K4me1
2870	CHIP	MCF-7	MNT
2871	CHIP	PC-3	H3F3A
2872	CHIP	MM.1S	H3K9me3
2873	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF501
2874	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF101
2875	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-GABPB1
2876	CHIP	K562 genetically modified using CRISPR	eGFP-ZNF395
2877	CHIP	H1-hESC	H2BK20ac
2878	CHIP	DOHH2	H3K9me2
2879	CHIP	suprapubic skin male adult (37 years)	POLR2AphosphoS5
2880	CHIP	Loucy	CTCF
2881	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF140
2882	CHIP	HepG2	SRSF1
2883	CHIP	MCF-7	FOXK2
2884	CHIP	MCF-7	ZNF217
2885	CHIP	spleen male adult (34 years)	H3K36me3
2886	CHIP	lung female adult (30 years)	H3K4me3
2887	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF266
2888	CHIP	CD4-positive, alpha-beta T cell male adult (37 years)	H3K4me1
2889	CHIP	iPS-18a female adult (48 years)	H3K36me3
2890	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SP7
2891	CHIP	MCF-7	SIN3A
2892	CHIP	tibial nerve female adult (53 years)	CTCF
2893	CHIP	A549	CBX2
2894	CHIP	GM12878	BMI1
2895	CHIP	HUES64	H3K9ac
2896	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K27me3
2897	CHIP	sigmoid colon male adult (54 years)	POLR2A
2898	CHIP	mesendoderm originated from H1-hESC	H3K23ac
2899	CHIP	mesendoderm originated from H1-hESC	H3K27ac
2900	CHIP	A549	ESRRA
2901	CHIP	Karpas-422	H3K9me2
2902	CHIP	chorionic villus male embryo (38 weeks)	H3K4me1
2903	CHIP	K562	TRIM28
2904	CHIP	HCT116	H4K20me1
2905	CHIP	KMS-11	H3K27me3
2906	CHIP	rectal smooth muscle tissue female adult (50 years)	H3K4me1
2907	CHIP	ACC112	H3K27me3
2908	CHIP	MCF-7 genetically modified using stable transfection	eGFP-ELF1
2909	CHIP	HepG2	NONO
2910	CHIP	neural stem progenitor cell originated from H1-hESC	H3K4ac
2911	CHIP	H1-hESC	H3K36me3
2912	CHIP	temporal lobe female adult (75 years)	H3K4me3
2913	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF423
2914	CHIP	esophagus female adult (30 years)	H3K4me1
2915	CHIP	placenta male embryo (16 weeks)	H3K9me3
2916	CHIP	brain female embryo (120 days)	H3K27me3
2917	CHIP	temporal lobe female adult (75 years)	H3K4me1
2918	CHIP	tibial nerve female adult (53 years)	H3K9me3
2919	CHIP	GM23248	H3K4me3
2920	CHIP	K562	U2AF2
2921	CHIP	thymus female embryo (110 days)	H3K4me1
2922	CHIP	liver male adult (32 years)	ATF3
2923	CHIP	heart male embryo (105 days)	H3K4me1
2924	CHIP	placenta male embryo (16 weeks)	H3K4me1
2925	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB8A
2926	CHIP	Parathyroid adenoma male adult (62 years)	H3K36me3
2927	CHIP	placental basal plate female embryo (40 weeks)	H3K4me1
2928	CHIP	foreskin melanocyte male newborn	H3K4me3
2929	CHIP	A549	SMC3
2930	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLIS1
2931	CHIP	trophoblast female embryo (40 weeks)	H3K36me3
2932	CHIP	spleen female adult (51 year)	CTCF
2933	CHIP	peripheral blood mononuclear cell male adult (32 years)	H3K4me1
2934	CHIP	GM12878	RAD51
2935	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF662
2936	CHIP	body of pancreas female adult (53 years)	CTCF
2937	CHIP	hepatocyte originated from H9	H3K9me2
2938	CHIP	bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K79me2
2939	CHIP	thyroid gland female adult (53 years)	POLR2A
2940	CHIP	duodenal mucosa male adult (76 years)	H3K9ac
2941	CHIP	trophoblast cell originated from H1-hESC	H2AFZ
2942	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZBTB25
2943	CHIP	naive thymus-derived CD4-positive, alpha-beta T cell	H3K27me3
2944	CHIP	UCSF-4	H3K27me3
2945	CHIP	Parathyroid adenoma male adult (65 years)	H3K4me1
2946	CHIP	neural stem progenitor cell originated from H1-hESC	H3K4me2
2947	CHIP	K562	ESRRA
2948	CHIP	pancreas female adult (30 years)	H3K27me3
2949	CHIP	trophoblast cell originated from H1-hESC	H3K79me2
2950	CHIP	caudate nucleus female adult (75 years)	H3K4me3
2951	CHIP	neuron originated from H9	H3K36me3
2952	CHIP	MCF-7	SMARCA5
2953	CHIP	heart left ventricle male adult (34 years)	H3K4me3
2954	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZFP64
2955	CHIP	HepG2	PHF8
2956	CHIP	HepG2	NFE2L2
2957	CHIP	right lobe of liver female adult (53 years)	H3K4me1
2958	CHIP	liver male adult (78 years)	H3K9me3
2959	CHIP	peripheral blood mononuclear cell male adult (28 years)	H3K9me3
2960	CHIP	stomach female adult (53 years)	H3K4me3
2961	CHIP	K562 genetically modified using stable transfection	eGFP-CEBPG
2962	CHIP	spleen male adult (34 years)	H3K4me1
2963	CHIP	mesenchymal stem cell originated from H1-hESC	H2BK15ac
2964	CHIP	K562	ARID2
2965	CHIP	suprapubic skin female adult (51 year)	POLR2AphosphoS5
2966	CHIP	mesenchymal stem cell originated from H1-hESC	H3K23ac
2967	CHIP	PC-9	H2AFZ
2968	CHIP	Parathyroid adenoma male adult (62 years)	H3K9ac
2969	CHIP	K562	BCLAF1
2970	CHIP	endocrine pancreas adult (59 years)	H3K27ac
2971	CHIP	thyroid gland male adult (54 years)	CTCF
2972	CHIP	ovary female adult (53 years)	CTCF
2973	CHIP	smooth muscle cell originated from H9	H3K79me2
2974	CHIP	MCF-7	H3K4me1
2975	CHIP	SU-DHL-6	H3K4me3
2976	CHIP	caudate nucleus male adult (81 year)	H3K27ac
2977	CHIP	caudate nucleus male adult (81 year)	H3K27me3
2978	CHIP	germinal matrix male embryo (20 weeks)	H3K27me3
2979	CHIP	K562	ZC3H8
2980	CHIP	K562	NRF1
2981	CHIP	testis male adult (37 years)	CTCF
2982	CHIP	K562	NR3C1
2983	CHIP	amnion male embryo (16 weeks)	H3K9me3
2984	CHIP	trophoblast female embryo (40 weeks)	H3K27me3
2985	CHIP	H1-hESC	H3K36me3
2986	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF747
2987	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-TEAD1
2988	CHIP	mucosa of rectum female adult (50 years)	H3K36me3
2989	CHIP	K562	ZNF639
2990	CHIP	foreskin keratinocyte male newborn	H3K9me3
2991	CHIP	placenta female embryo (113 days)	H3K27ac
2992	CHIP	trophoblast cell originated from H1-hESC	H3K14ac
2993	CHIP	prostate male adult (54 years)	H3K36me3
2994	CHIP	chorion female embryo (40 weeks)	H3K27ac
2995	CHIP	KMS-11	H2AFZ
2996	CHIP	iPS-20b male adult (55 years)	H3K36me3
2997	CHIP	lung male child (3 years)	H3K4me3
2998	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-RARA
2999	CHIP	heart left ventricle female adult (53 years)	H3K36me3
3000	CHIP	GM12878	TCF7
3001	CHIP	subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K4me3
3002	CHIP	mesenchymal stem cell originated from H1-hESC	H3K4me3
3003	CHIP	breast epithelium male adult (54 years)	EP300
3004	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZSCAN26
3005	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-ZNF652
3006	CHIP	mesenchymal stem cell originated from H1-hESC	H2BK120ac
3007	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF843
3008	CHIP	MCF-7	ELF1
3009	CHIP	K562	ELF1
3010	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF513
3011	CHIP	HCT116	ZFX
3012	CHIP	skeletal muscle tissue female adult (72 years)	H3K9me3
3013	CHIP	MCF-7	ZNF24
3014	CHIP	heart left ventricle male adult (34 years)	H3K27me3
3015	CHIP	sigmoid colon male child (3 years)	H3K4me1
3016	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF654
3017	CHIP	iPS-18a female adult (48 years)	H3K4me3
3018	CHIP	MCF-7 genetically modified using stable transfection	eGFP-E2F4
3019	CHIP	iPS DF 19.11 male newborn	H3K27ac
3020	CHIP	foreskin melanocyte male newborn	H3K36me3
3021	CHIP	HepG2	TRIM22
3022	CHIP	K562	XRCC5
3023	CHIP	trophoblast female embryo (40 weeks)	H3K4me1
3024	CHIP	trophoblast female embryo (20 weeks)	H3K27ac
3025	CHIP	hepatocyte originated from H9	H3K27ac
3026	CHIP	K562	FOXK2
3027	CHIP	HepG2	ASH2L
3028	CHIP	esophagus squamous epithelium female adult (53 years)	H3K4me3
3029	CHIP	MCF-7	PPP1R10
3030	CHIP	GM12878	DPF2
3031	CHIP	mesenchymal stem cell originated from H1-hESC	H4K91ac
3032	CHIP	gastroesophageal sphincter female adult (53 years)	H3K4me3
3033	CHIP	neural cell	EZH2
3034	CHIP	adrenal gland male adult (34 years)	H3K4me1
3035	CHIP	SU-DHL-6	H3K27me3
3036	CHIP	foreskin fibroblast male newborn	H3K9me3
3037	CHIP	neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me1
3038	CHIP	placenta embryo (16 weeks)	H3K27me3
3039	CHIP	K562	MNT
3040	CHIP	PC-9	H3K4me2
3041	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF302
3042	CHIP	duodenal mucosa male adult (59 years)	H3K4me1
3043	CHIP	IMR-90	USF2
3044	CHIP	A549	SIN3A
3045	CHIP	muscle of trunk female embryo (115 days)	H3K4me1
3046	CHIP	HepG2	BRD4
3047	CHIP	GM12878	HCFC1
3048	CHIP	GM12878	NR2F1
3049	CHIP	suprapubic skin female adult (53 years)	CTCF
3050	CHIP	smooth muscle cell originated from H9	H3K4me3
3051	CHIP	liver male adult (32 years)	ZBTB33
3052	CHIP	H9 genetically modified using stable transfection	H3K9me3
3053	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF174
3054	CHIP	myoepithelial cell of mammary gland female adult (36 years)	H3K27me3
3055	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF48
3056	CHIP	body of pancreas male adult (54 years)	POLR2A
3057	CHIP	CD8-positive, alpha-beta memory T cell	H3K27me3
3058	CHIP	neural progenitor cell originated from H9	H3K79me2
3059	CHIP	HepG2	NR2F6
3060	CHIP	aorta male adult (34 years)	H3K27ac
3061	CHIP	HepG2	HNRNPK
3062	CHIP	natural killer cell male adult (21 year)	H3K36me3
3063	CHIP	K562	SMARCC2
3064	CHIP	gastrocnemius medialis male adult (37 years)	H3K27me3
3065	CHIP	body of pancreas male adult (37 years)	H3K27ac
3066	CHIP	liver male adult (78 years)	H3K4me3
3067	CHIP	OCI-LY1	EZH2
3068	CHIP	KMS-11	H3K9ac
3069	CHIP	mammary epithelial cell female adult (18 years)	H3K4me1
3070	CHIP	PC-9	H3K9me2
3071	CHIP	liver male adult (32 years)	MAX
3072	CHIP	A673	H3K4me1
3073	CHIP	HEK293T	HDGF
3074	CHIP	CD4-positive, CD25-positive, alpha-beta regulatory T cell	H3K4me1
3075	CHIP	IMR-90	H2BK12ac
3076	CHIP	body of pancreas male adult (54 years)	H3K36me3
3077	CHIP	HepG2	RNF2
3078	CHIP	K562	RAD51
3079	CHIP	neutrophil	H3K9me3
3080	CHIP	skeletal muscle satellite cell female adult originated from mesodermal cell	H3K9me3
3081	CHIP	HepG2	ZBTB40
3082	CHIP	mesenchymal stem cell originated from H1-hESC	H2AFZ
3083	CHIP	placental basal plate female embryo (40 weeks)	H3K27ac
3084	CHIP	stomach male adult (34 years)	H3K27me3
3085	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-HLF
3086	CHIP	germinal matrix male embryo (20 weeks)	H3K4me3
3087	CHIP	breast epithelium female adult (51 year)	EP300
3088	CHIP	luminal epithelial cell of mammary gland female adult (33 years)	H3K9me3
3089	CHIP	HepG2	HCFC1
3090	CHIP	large intestine male embryo (108 days)	H3K36me3
3091	CHIP	K562	L3MBTL2
3092	CHIP	neural cell	H3K9ac
3093	CHIP	HepG2 genetically modified using CRISPR	3xFLAG-MIER3
3094	CHIP	K562 genetically modified using stable transfection	eGFP-ZNF740
3095	CHIP	stomach smooth muscle female adult (84 years)	H3K4me3
3096	CHIP	K562 genetically modified using stable transfection	eGFP-GTF2E2
3097	CHIP	kidney female embryo (120 days)	H3K9me3
3098	CHIP	pancreas female adult (30 years)	H3K9me3
3099	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF195
3100	CHIP	GM23338 male adult (53 years) originated from GM23248	ETS1
3101	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-GLIS2
3102	CHIP	angular gyrus male adult (81 year)	H3K4me3
3103	CHIP	NCI-H929	H3F3A
3104	CHIP	small intestine female adult (30 years)	H3K4me1
3105	CHIP	SU-DHL-6	H4K20me1
3106	CHIP	HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF560
3107	CHIP	KMS-11	H3K4me3
3108	CHIP	lung female adult (30 years)	H3K27ac
3109	CHIP	smooth muscle cell originated from H9	H3K9ac
3110	CHIP	SK-N-SH	CTCF
3111	CHIP	A549	PHF8
3112	CHIP	A549	MAFK
3113	CHIP	GM12878	ZBTB33
3114	CHIP	K562	MCM7
3115	CHIP	HepG2	SOX6
3116	CHIP	small intestine male adult (34 years)	H3K27ac
